"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Test logger called when extraction fails due to an API error.","2","test_get_wiki_page_by_id_logs_error","src.tests.ado.wiki","Thu Mar 20 10:51:17 GMT 2025","passed","Thu Mar 20 10:51:17 GMT 2025","TestWikiApiWrapperExceptions","test_unit_ado_wiki","",""
"Test create test suite with missed fields.","2","test_create_test_suite_missing_field","src.tests.ado.test_plan","Thu Mar 20 10:51:14 GMT 2025","passed","Thu Mar 20 10:51:14 GMT 2025","TestPlanApiWrapperNegative","test_unit_ado_test_plan","",""
"","2","test_get_files_successful","src.tests.ado.repos","Thu Mar 20 10:51:13 GMT 2025","passed","Thu Mar 20 10:51:13 GMT 2025","TestReposToolsPositive","test_unit_ado_repos","",""
"","2","test_list_pull_request_diffs_non_edit_change","src.tests.ado.repos","Thu Mar 20 10:51:13 GMT 2025","passed","Thu Mar 20 10:51:13 GMT 2025","TestReposToolsPositive","test_unit_ado_repos","",""
"Test create test suite successfully.","1","test_create_test_suite_success","src.tests.ado.test_plan","Thu Mar 20 10:51:14 GMT 2025","passed","Thu Mar 20 10:51:14 GMT 2025","TestPlanApiWrapperPositive","test_unit_ado_test_plan","",""
"","9","test_validate_toolkit_success","src.tests.ado.test_plan","Thu Mar 20 10:51:14 GMT 2025","passed","Thu Mar 20 10:51:14 GMT 2025","TestPlanApiWrapperValidateToolkit","test_unit_ado_test_plan","",""
"","4","test_update_file_success_check_push_arguments","src.tests.ado.repos","Thu Mar 20 10:51:13 GMT 2025","passed","Thu Mar 20 10:51:13 GMT 2025","TestReposToolsPositive","test_unit_ado_repos","",""
"","2","test_run_tool[get_test_case-get_test_case]","src.tests.ado.test_plan","Thu Mar 20 10:51:14 GMT 2025","passed","Thu Mar 20 10:51:14 GMT 2025","TestPlanApiWrapperValidateToolkit","test_unit_ado_test_plan","",""
"","2","test_active_branch_existence_success","src.tests.ado.repos","Thu Mar 20 10:51:13 GMT 2025","passed","Thu Mar 20 10:51:13 GMT 2025","TestReposApiWrapperValidateToolkit","test_unit_ado_repos","",""
"","1","test_base_branch_existence_exception","src.tests.ado.repos","Thu Mar 20 10:51:13 GMT 2025","passed","Thu Mar 20 10:51:13 GMT 2025","TestReposToolsExceptions","test_unit_ado_repos","",""
"","2","test_delete_file_success","src.tests.ado.repos","Thu Mar 20 10:51:13 GMT 2025","passed","Thu Mar 20 10:51:13 GMT 2025","TestReposToolsPositive","test_unit_ado_repos","",""
"","1","test_run_tool[get_test_cases-get_test_cases]","src.tests.ado.test_plan","Thu Mar 20 10:51:14 GMT 2025","passed","Thu Mar 20 10:51:14 GMT 2025","TestPlanApiWrapperValidateToolkit","test_unit_ado_test_plan","",""
"Test that _run fails gracefully when `api_wrapper.run` is not implemented correctly.","1","test_run_invalid_api_wrapper","src.tests","Thu Mar 20 10:51:17 GMT 2025","passed","Thu Mar 20 10:51:17 GMT 2025","TestBaseAction","test_base_tool","",""
"","1","test_create_file_already_exists","src.tests.ado.repos","Thu Mar 20 10:51:13 GMT 2025","passed","Thu Mar 20 10:51:13 GMT 2025","TestReposToolsNegative","test_unit_ado_repos","",""
"Test that _run successfully returns the correct output for a valid action.","0","test_run_success","src.tests","Thu Mar 20 10:51:17 GMT 2025","passed","Thu Mar 20 10:51:17 GMT 2025","TestBaseAction","test_base_tool","",""
"","1","test_active_branch_existence_exception","src.tests.ado.repos","Thu Mar 20 10:51:13 GMT 2025","passed","Thu Mar 20 10:51:13 GMT 2025","TestReposToolsExceptions","test_unit_ado_repos","",""
"","2","test_run_tool[comment_on_pull_request-comment_on_pull_request]","src.tests.ado.repos","Thu Mar 20 10:51:13 GMT 2025","passed","Thu Mar 20 10:51:13 GMT 2025","TestReposApiWrapperValidateToolkit","test_unit_ado_repos","",""
"Test successful extraction of wiki page content by ID.","2","test_get_wiki_page_by_id_success","src.tests.ado.wiki","Thu Mar 20 10:51:16 GMT 2025","passed","Thu Mar 20 10:51:16 GMT 2025","TestWikiApiWrapperPositive","test_unit_ado_wiki","",""
"Test successful retrieval of position.","1","test_get_position_positive","src.tests.gitlab","Thu Mar 20 10:51:17 GMT 2025","passed","Thu Mar 20 10:51:17 GMT 2025","TestGitlabUtilsGetPosition","test_gitlab_utils","",""
"","24","test_wiki_validate_toolkit_success","src.tests.ado.wiki","Thu Mar 20 10:51:15 GMT 2025","passed","Thu Mar 20 10:51:15 GMT 2025","TestWikiApiWrapperValidateToolkit","test_unit_ado_wiki","",""
"Test successful getting of a test plan by id.","1","test_get_test_plan_by_id_success","src.tests.ado.test_plan","Thu Mar 20 10:51:14 GMT 2025","passed","Thu Mar 20 10:51:14 GMT 2025","TestPlanApiWrapperPositive","test_unit_ado_test_plan","",""
"Test retrieval with an invalid suite ID.","1","test_get_test_suite_invalid_suite_id","src.tests.ado.test_plan","Thu Mar 20 10:51:14 GMT 2025","passed","Thu Mar 20 10:51:14 GMT 2025","TestPlanApiWrapperNegative","test_unit_ado_test_plan","",""
"","1","test_list_pull_request_diffs_invalid_id","src.tests.ado.repos","Thu Mar 20 10:51:13 GMT 2025","passed","Thu Mar 20 10:51:13 GMT 2025","TestReposToolsNegative","test_unit_ado_repos","",""
"","1","test_run_tool[delete_page_by_path-delete_page_by_path]","src.tests.ado.wiki","Thu Mar 20 10:51:16 GMT 2025","passed","Thu Mar 20 10:51:16 GMT 2025","TestWikiApiWrapperValidateToolkit","test_unit_ado_wiki","",""
"Test truncation of string based on max_length parameter.","1","test_clean_string_max_length","src.tests","Thu Mar 20 10:51:17 GMT 2025","passed","Thu Mar 20 10:51:17 GMT 2025","TestToolUtils","test_utils","",""
"","2","test_run_tool[list_branches_in_repo-list_branches_in_repo]","src.tests.ado.repos","Thu Mar 20 10:51:13 GMT 2025","passed","Thu Mar 20 10:51:13 GMT 2025","TestReposApiWrapperValidateToolkit","test_unit_ado_repos","",""
"Test behavior when selected_tools is empty.","1","test_get_max_toolkit_length_empty_tools","src.tests","Thu Mar 20 10:51:17 GMT 2025","passed","Thu Mar 20 10:51:17 GMT 2025","TestToolUtils","test_utils","",""
"","2","test_get_file_content_exception","src.tests.ado.repos","Thu Mar 20 10:51:13 GMT 2025","passed","Thu Mar 20 10:51:13 GMT 2025","TestReposToolsExceptions","test_unit_ado_repos","",""
"Test retrieval of all test suites with an exception caused by the API.","1","test_get_all_test_suites_exception","src.tests.ado.test_plan","Thu Mar 20 10:51:14 GMT 2025","passed","Thu Mar 20 10:51:14 GMT 2025","TestPlanApiWrapperNegative","test_unit_ado_test_plan","",""
"Test extraction with an invalid wiki identifier.","2","test_get_wiki_page_by_path_invalid_identifier","src.tests.ado.wiki","Thu Mar 20 10:51:17 GMT 2025","passed","Thu Mar 20 10:51:17 GMT 2025","TestWikiApiWrapperNegative","test_unit_ado_wiki","",""
"Test modification fails due to invalid wiki identifier.","3","test_modify_wiki_page_error_create_new_wiki","src.tests.ado.wiki","Thu Mar 20 10:51:17 GMT 2025","passed","Thu Mar 20 10:51:17 GMT 2025","TestWikiApiWrapperNegative","test_unit_ado_wiki","",""
"","3","test_parse_pull_requests_multiple","src.tests.ado.repos","Thu Mar 20 10:51:13 GMT 2025","passed","Thu Mar 20 10:51:13 GMT 2025","TestReposToolsPositive","test_unit_ado_repos","",""
"Test successful retrieval of a single test suite by ID.","2","test_get_test_suite_by_id_success","src.tests.ado.test_plan","Thu Mar 20 10:51:14 GMT 2025","passed","Thu Mar 20 10:51:14 GMT 2025","TestPlanApiWrapperPositive","test_unit_ado_test_plan","",""
"Test deletion with invalid suite_id","1","test_delete_test_suite_invalid_suite_id","src.tests.ado.test_plan","Thu Mar 20 10:51:14 GMT 2025","passed","Thu Mar 20 10:51:14 GMT 2025","TestPlanApiWrapperNegative","test_unit_ado_test_plan","",""
"Test that `run` correctly handles mode with TOOLKIT_SPLITTER.","0","test_run_mode_with_toolkit_splitter","src.tests","Thu Mar 20 10:51:17 GMT 2025","passed","Thu Mar 20 10:51:17 GMT 2025","TestBaseToolApiWrapper","test_elitea_base_tool","",""
"","2","test_get_files_no_recursion","src.tests.ado.repos","Thu Mar 20 10:51:13 GMT 2025","passed","Thu Mar 20 10:51:13 GMT 2025","TestReposToolsPositive","test_unit_ado_repos","",""
"","1","test_run_tool[create_pull_request-create_pr]","src.tests.ado.repos","Thu Mar 20 10:51:13 GMT 2025","passed","Thu Mar 20 10:51:13 GMT 2025","TestReposApiWrapperValidateToolkit","test_unit_ado_repos","",""
"","2","test_list_files_default_active_branch","src.tests.ado.repos","Thu Mar 20 10:51:13 GMT 2025","passed","Thu Mar 20 10:51:13 GMT 2025","TestReposToolsPositive","test_unit_ado_repos","",""
"","2","test_base_branch_existence_success","src.tests.ado.repos","Thu Mar 20 10:51:13 GMT 2025","passed","Thu Mar 20 10:51:13 GMT 2025","TestReposApiWrapperValidateToolkit","test_unit_ado_repos","",""
"Test retrieval with an exception caused by the API.","1","test_get_test_suite_exception","src.tests.ado.test_plan","Thu Mar 20 10:51:14 GMT 2025","passed","Thu Mar 20 10:51:14 GMT 2025","TestPlanApiWrapperNegative","test_unit_ado_test_plan","",""
"Test extraction with an invalid wiki identifier.","1","test_get_wiki_invalid_identifier","src.tests.ado.wiki","Thu Mar 20 10:51:17 GMT 2025","passed","Thu Mar 20 10:51:17 GMT 2025","TestWikiApiWrapperNegative","test_unit_ado_wiki","",""
"","3","test_create_branch_exception","src.tests.ado.repos","Thu Mar 20 10:51:13 GMT 2025","passed","Thu Mar 20 10:51:13 GMT 2025","TestReposToolsExceptions","test_unit_ado_repos","",""
"","2","test_list_pull_request_diffs_exception","src.tests.ado.repos","Thu Mar 20 10:51:13 GMT 2025","passed","Thu Mar 20 10:51:13 GMT 2025","TestReposToolsExceptions","test_unit_ado_repos","",""
"","1","test_run_tool[get_work_items-get_work_items]","src.tests.ado.repos","Thu Mar 20 10:51:13 GMT 2025","passed","Thu Mar 20 10:51:13 GMT 2025","TestReposApiWrapperValidateToolkit","test_unit_ado_repos","",""
"","2","test_update_file_no_content_update","src.tests.ado.repos","Thu Mar 20 10:51:13 GMT 2025","passed","Thu Mar 20 10:51:13 GMT 2025","TestReposToolsNegative","test_unit_ado_repos","",""
"","3","test_parse_pull_requests_multiple_commits","src.tests.ado.repos","Thu Mar 20 10:51:13 GMT 2025","passed","Thu Mar 20 10:51:13 GMT 2025","TestReposToolsPositive","test_unit_ado_repos","",""
"Test generation of diff when base text is empty.","0","test_generate_diff_with_empty_base","src.tests.ado","Thu Mar 20 10:51:14 GMT 2025","passed","Thu Mar 20 10:51:14 GMT 2025","TestAdoUtils","test_ado_utils","",""
"Test successful retrieval of a test case by ID.","2","test_get_test_case_success","src.tests.ado.test_plan","Thu Mar 20 10:51:14 GMT 2025","passed","Thu Mar 20 10:51:14 GMT 2025","TestPlanApiWrapperPositive","test_unit_ado_test_plan","",""
"Test get test plans exception.","1","test_get_test_plans_error","src.tests.ado.test_plan","Thu Mar 20 10:51:14 GMT 2025","passed","Thu Mar 20 10:51:14 GMT 2025","TestPlanApiWrapperNegative","test_unit_ado_test_plan","",""
"Test successful creation of new wiki and a page when wiki does not exist.","4","test_modify_wiki_page_success_create_new_wiki_and_page","src.tests.ado.wiki","Thu Mar 20 10:51:17 GMT 2025","failed","Thu Mar 20 10:51:17 GMT 2025","TestWikiApiWrapperPositive","test_unit_ado_wiki","",""
"","1","test_validate_toolkit_missing_parameters_project[organization_url]","src.tests.ado.repos","Thu Mar 20 10:51:13 GMT 2025","passed","Thu Mar 20 10:51:13 GMT 2025","TestReposApiWrapperValidateToolkit","test_unit_ado_repos","",""
"Test successful addition of test cases to a suite.","2","test_add_test_case_success","src.tests.ado.test_plan","Thu Mar 20 10:51:14 GMT 2025","passed","Thu Mar 20 10:51:14 GMT 2025","TestPlanApiWrapperPositive","test_unit_ado_test_plan","",""
"","2","test_get_file_content_success","src.tests.ado.repos","Thu Mar 20 10:51:13 GMT 2025","passed","Thu Mar 20 10:51:13 GMT 2025","TestReposToolsPositive","test_unit_ado_repos","",""
"","2","test_validate_toolkit_missing_parameters_project[repository_id]","src.tests.ado.repos","Thu Mar 20 10:51:13 GMT 2025","passed","Thu Mar 20 10:51:13 GMT 2025","TestReposApiWrapperValidateToolkit","test_unit_ado_repos","",""
"Test logger called when addition of test cases fails.","1","test_add_test_case_logs_error","src.tests.ado.test_plan","Thu Mar 20 10:51:14 GMT 2025","passed","Thu Mar 20 10:51:14 GMT 2025","TestPlanApiWrapperExceptions","test_unit_ado_test_plan","",""
"Test that `run` successfully passes arguments to the tool.","1","test_run_valid_mode_with_args","src.tests","Thu Mar 20 10:51:17 GMT 2025","passed","Thu Mar 20 10:51:17 GMT 2025","TestBaseToolApiWrapper","test_elitea_base_tool","",""
"Test create test suite logger exception.","2","test_create_test_suite_exception","src.tests.ado.test_plan","Thu Mar 20 10:51:14 GMT 2025","passed","Thu Mar 20 10:51:14 GMT 2025","TestPlanApiWrapperExceptions","test_unit_ado_test_plan","",""
"Test creation of a test plan with logger exception.","2","test_create_test_plan_exception","src.tests.ado.test_plan","Thu Mar 20 10:51:14 GMT 2025","passed","Thu Mar 20 10:51:14 GMT 2025","TestPlanApiWrapperExceptions","test_unit_ado_test_plan","",""
"Tests get wiki page content successfully.","2","test_get_wiki_page_by_path_success","src.tests.ado.wiki","Thu Mar 20 10:51:16 GMT 2025","passed","Thu Mar 20 10:51:16 GMT 2025","TestWikiApiWrapperPositive","test_unit_ado_wiki","",""
"Test successful creation of new wiki and a page when wiki does not exist.","3","test_modify_wiki_page_error_create_new_wiki_and_page","src.tests.ado.wiki","Thu Mar 20 10:51:17 GMT 2025","passed","Thu Mar 20 10:51:17 GMT 2025","TestWikiApiWrapperNegative","test_unit_ado_wiki","",""
"","2","test_delete_file_branch_not_found","src.tests.ado.repos","Thu Mar 20 10:51:13 GMT 2025","passed","Thu Mar 20 10:51:13 GMT 2025","TestReposToolsNegative","test_unit_ado_repos","",""
"Test retrieval when no test cases are found.","1","test_get_test_cases_no_cases_found","src.tests.ado.test_plan","Thu Mar 20 10:51:14 GMT 2025","passed","Thu Mar 20 10:51:14 GMT 2025","TestPlanApiWrapperNegative","test_unit_ado_test_plan","",""
"","1","test_create_file_on_protected_branch","src.tests.ado.repos","Thu Mar 20 10:51:13 GMT 2025","passed","Thu Mar 20 10:51:13 GMT 2025","TestReposToolsNegative","test_unit_ado_repos","",""
"Test successful retrieval of all test suites for a plan.","2","test_get_all_test_suites_success","src.tests.ado.test_plan","Thu Mar 20 10:51:14 GMT 2025","passed","Thu Mar 20 10:51:14 GMT 2025","TestPlanApiWrapperPositive","test_unit_ado_test_plan","",""
"","1","test_run_tool[get_test_suite-get_test_suite]","src.tests.ado.test_plan","Thu Mar 20 10:51:14 GMT 2025","passed","Thu Mar 20 10:51:14 GMT 2025","TestPlanApiWrapperValidateToolkit","test_unit_ado_test_plan","",""
"Test successful cleaning of a string with special characters.","0","test_clean_string_positive","src.tests","Thu Mar 20 10:51:17 GMT 2025","skipped","Thu Mar 20 10:51:17 GMT 2025","TestToolUtils","test_utils","",""
"Tests get wiki method successfully","2","test_get_wiki_success","src.tests.ado.wiki","Thu Mar 20 10:51:16 GMT 2025","passed","Thu Mar 20 10:51:16 GMT 2025","TestWikiApiWrapperPositive","test_unit_ado_wiki","",""
"Test that `run` raises exception for unknown mode.","2","test_run_unknown_mode","src.tests","Thu Mar 20 10:51:17 GMT 2025","passed","Thu Mar 20 10:51:17 GMT 2025","TestBaseToolApiWrapper","test_elitea_base_tool","",""
"Test get test plan exception.","2","test_get_test_plan_exception","src.tests.ado.test_plan","Thu Mar 20 10:51:14 GMT 2025","passed","Thu Mar 20 10:51:14 GMT 2025","TestPlanApiWrapperExceptions","test_unit_ado_test_plan","",""
"","3","test_get_work_items_success","src.tests.ado.repos","Thu Mar 20 10:51:13 GMT 2025","passed","Thu Mar 20 10:51:13 GMT 2025","TestReposToolsPositive","test_unit_ado_repos","",""
"","1","test_validate_toolkit_mock_success","src.tests.ado.test_plan","Thu Mar 20 10:51:14 GMT 2025","passed","Thu Mar 20 10:51:14 GMT 2025","TestPlanApiWrapperValidateToolkit","test_unit_ado_test_plan","",""
"","2","test_run_tool[read_file-read_file]","src.tests.ado.repos","Thu Mar 20 10:51:13 GMT 2025","passed","Thu Mar 20 10:51:13 GMT 2025","TestReposApiWrapperValidateToolkit","test_unit_ado_repos","",""
"","1","test_run_tool[rename_wiki_page-rename_wiki_page]","src.tests.ado.wiki","Thu Mar 20 10:51:16 GMT 2025","passed","Thu Mar 20 10:51:16 GMT 2025","TestWikiApiWrapperValidateToolkit","test_unit_ado_wiki","",""
"Test handling of invalid diff format.","1","test_invalid_diff_format","src.tests.gitlab","Thu Mar 20 10:51:17 GMT 2025","passed","Thu Mar 20 10:51:17 GMT 2025","TestGitlabUtilsGetDiffWPosition","test_gitlab_utils","",""
"Test deletion with an invalid wiki identifier.","2","test_delete_page_by_path_invalid_identifier","src.tests.ado.wiki","Thu Mar 20 10:51:17 GMT 2025","passed","Thu Mar 20 10:51:17 GMT 2025","TestWikiApiWrapperNegative","test_unit_ado_wiki","",""
"","2","test_parse_pull_request_comments","src.tests.ado.repos","Thu Mar 20 10:51:13 GMT 2025","passed","Thu Mar 20 10:51:13 GMT 2025","TestReposToolsPositive","test_unit_ado_repos","",""
"","1","test_run_tool[get_test_plan-get_test_plan]","src.tests.ado.test_plan","Thu Mar 20 10:51:14 GMT 2025","passed","Thu Mar 20 10:51:14 GMT 2025","TestPlanApiWrapperValidateToolkit","test_unit_ado_test_plan","",""
"","1","test_run_tool_unknown_mode","src.tests.ado.repos","Thu Mar 20 10:51:13 GMT 2025","passed","Thu Mar 20 10:51:13 GMT 2025","TestReposApiWrapperValidateToolkit","test_unit_ado_repos","",""
"Test that `run` handles tools that raise exceptions.","2","test_run_with_tool_that_raises_exception","src.tests","Thu Mar 20 10:51:17 GMT 2025","passed","Thu Mar 20 10:51:17 GMT 2025","TestBaseToolApiWrapper","test_elitea_base_tool","",""
"Test logger accurately logs general errors.","3","test_modify_wiki_page_logs_general_error","src.tests.ado.wiki","Thu Mar 20 10:51:17 GMT 2025","passed","Thu Mar 20 10:51:17 GMT 2025","TestWikiApiWrapperExceptions","test_unit_ado_wiki","",""
"","2","test_run_tool[list_pull_request_files-list_pull_request_diffs]","src.tests.ado.repos","Thu Mar 20 10:51:13 GMT 2025","passed","Thu Mar 20 10:51:13 GMT 2025","TestReposApiWrapperValidateToolkit","test_unit_ado_repos","",""
"","2","test_run_tool[update_file-update_file]","src.tests.ado.repos","Thu Mar 20 10:51:13 GMT 2025","passed","Thu Mar 20 10:51:13 GMT 2025","TestReposApiWrapperValidateToolkit","test_unit_ado_repos","",""
"Test behavior when the file path is not found in MR changes.","3","test_file_not_found_in_changes","src.tests.gitlab","Thu Mar 20 10:51:17 GMT 2025","passed","Thu Mar 20 10:51:17 GMT 2025","TestGitlabUtilsGetPosition","test_gitlab_utils","",""
"Test behavior with string containing non-alphanumeric characters.","1","test_clean_string_invalid_characters","src.tests","Thu Mar 20 10:51:17 GMT 2025","passed","Thu Mar 20 10:51:17 GMT 2025","TestToolUtils","test_utils","",""
"","1","test_create_pr_same_source_and_target_branch","src.tests.ado.repos","Thu Mar 20 10:51:13 GMT 2025","passed","Thu Mar 20 10:51:13 GMT 2025","TestReposToolsNegative","test_unit_ado_repos","",""
